time,trackID,clTrackID
1,1880,1
1,1881,1
1,1882,1
1,1883,1
1,1884,1
1,1944,1
1,1945,1
1,1946,1
1,1947,1
1,1948,1
1,1949,1
1,2007,1
1,2008,1
1,2009,1
1,2010,1
1,2011,1
1,2012,1
1,2013,1
1,2071,1
1,2072,1
1,2073,1
1,2074,1
1,2075,1
1,2076,1
1,2077,1
1,2078,1
1,2135,1
1,2136,1
1,2137,1
1,2138,1
1,2139,1
1,2140,1
1,2141,1
1,2200,1
1,2201,1
1,2202,1
1,2203,1
1,2204,1
1,2205,1
1,2265,1
1,2266,1
1,2267,1
1,2268,1
2,2137,1
2,2138,1
2,2139,1
2,2140,1
2,2141,1
2,2200,1
2,2201,1
2,2202,1
2,2203,1
2,2204,1
2,2205,1
2,2206,1
2,2264,1
2,2265,1
2,2266,1
2,2267,1
2,2268,1
2,2269,1
2,2270,1
2,2328,1
2,2329,1
2,2330,1
2,2331,1
2,2332,1
2,2333,1
2,2334,1
2,2392,1
2,2393,1
2,2394,1
2,2395,1
2,2396,1
2,2397,1
2,2398,1
2,2456,1
2,2457,1
2,2458,1
2,2459,1
2,2460,1
2,2461,1
2,2521,1
2,2522,1
2,2523,1
2,2524,1
3,2331,1
3,2332,1
3,2333,1
3,2394,1
3,2395,1
3,2396,1
3,2397,1
3,2398,1
3,2457,1
3,2458,1
3,2459,1
3,2460,1
3,2461,1
3,2462,1
3,2463,1
3,2521,1
3,2522,1
3,2523,1
3,2524,1
3,2525,1
3,2526,1
3,2527,1
3,2585,1
3,2586,1
3,2587,1
3,2588,1
3,2589,1
3,2590,1
3,2591,1
3,2649,1
3,2650,1
3,2651,1
3,2652,1
3,2653,1
3,2654,1
3,2655,1
3,2714,1
3,2715,1
3,2716,1
3,2717,1
3,2718,1
3,2779,1
3,2780,1
3,2781,1
4,2588,1
4,2589,1
4,2590,1
4,2591,1
4,2651,1
4,2652,1
4,2653,1
4,2654,1
4,2655,1
4,2656,1
4,2715,1
4,2716,1
4,2717,1
4,2718,1
4,2719,1
4,2720,1
4,2721,1
4,2778,1
4,2779,1
4,2780,1
4,2781,1
