time,trackID,clTrackID
1,918,1
1,919,1
1,920,1
1,950,2
1,951,2
1,952,2
1,981,1
1,982,1
1,983,1
1,984,1
1,985,1
1,1013,2
1,1014,2
1,1015,2
1,1016,2
1,1017,2
1,1045,1
1,1046,1
1,1047,1
1,1048,1
1,1049,1
1,1077,2
1,1078,2
1,1079,2
1,1080,2
1,1081,2
1,1109,1
1,1110,1
1,1111,1
1,1112,1
1,1113,1
1,1141,2
1,1142,2
1,1143,2
1,1144,2
1,1145,2
1,1174,1
1,1175,1
1,1176,1
1,1206,2
1,1207,2
1,1208,2
1,2966,3
1,2967,3
1,2968,3
1,2998,4
1,2999,4
1,3000,4
1,3029,3
1,3030,3
1,3031,3
1,3032,3
1,3033,3
1,3061,4
1,3062,4
1,3063,4
1,3064,4
1,3065,4
1,3093,3
1,3094,3
1,3095,3
1,3096,3
1,3097,3
1,3125,4
1,3126,4
1,3127,4
1,3128,4
1,3129,4
1,3157,3
1,3158,3
1,3159,3
1,3160,3
1,3161,3
1,3189,4
1,3190,4
1,3191,4
1,3192,4
1,3193,4
1,3222,3
1,3223,3
1,3224,3
1,3254,4
1,3255,4
1,3256,4
2,1050,1
2,1077,2
2,1112,1
2,1113,1
2,1114,1
2,1115,1
2,1139,2
2,1140,2
2,1141,2
2,1142,2
2,1176,1
2,1177,1
2,1178,1
2,1179,1
2,1180,1
2,1203,2
2,1204,2
2,1205,2
2,1206,2
2,1207,2
2,1240,1
2,1241,1
2,1242,1
2,1243,1
2,1244,1
2,1267,2
2,1268,2
2,1269,2
2,1270,2
2,1271,2
2,1304,1
2,1305,1
2,1306,1
2,1307,1
2,1331,2
2,1332,2
2,1333,2
2,1334,2
2,2778,3
2,2805,4
2,2840,3
2,2841,3
2,2842,3
2,2843,3
2,2867,4
2,2868,4
2,2869,4
2,2870,4
2,2904,3
2,2905,3
2,2906,3
2,2907,3
2,2908,3
2,2931,4
2,2932,4
2,2933,4
2,2934,4
2,2935,4
2,2968,3
2,2969,3
2,2970,3
2,2971,3
2,2972,3
2,2995,4
2,2996,4
2,2997,4
2,2998,4
2,2999,4
2,3032,3
2,3033,3
2,3034,3
2,3035,3
2,3059,4
2,3060,4
2,3061,4
2,3062,4
3,1243,1
3,1244,1
3,1245,1
3,1265,2
3,1266,2
3,1267,2
3,1306,1
3,1307,1
3,1308,1
3,1309,1
3,1310,1
3,1328,2
3,1329,2
3,1330,2
3,1331,2
3,1332,2
3,1370,1
3,1371,1
3,1372,1
3,1373,1
3,1374,1
3,1392,2
3,1393,2
3,1394,2
3,1395,2
3,1396,2
3,1434,1
3,1435,1
3,1436,1
3,1437,1
3,1438,1
3,1456,2
3,1457,2
3,1458,2
3,1459,2
3,1460,2
3,1499,1
3,1500,1
3,1501,1
3,1521,2
3,1522,2
3,1523,2
3,2651,3
3,2652,3
3,2653,3
3,2673,4
3,2674,4
3,2675,4
3,2714,3
3,2715,3
3,2716,3
3,2717,3
3,2718,3
3,2736,4
3,2737,4
3,2738,4
3,2739,4
3,2740,4
3,2778,3
3,2779,3
3,2780,3
3,2781,3
3,2782,3
3,2800,4
3,2801,4
3,2802,4
3,2803,4
3,2804,4
3,2842,3
3,2843,3
3,2844,3
3,2845,3
3,2846,3
3,2864,4
3,2865,4
3,2866,4
3,2867,4
3,2868,4
3,2907,3
3,2908,3
3,2909,3
3,2929,4
3,2930,4
3,2931,4
4,1375,1
4,1392,2
4,1437,1
4,1438,1
4,1439,1
4,1440,1
4,1454,2
4,1455,2
4,1456,2
4,1457,2
4,1501,1
4,1502,1
4,1503,1
4,1504,1
4,1505,1
4,1518,2
4,1519,2
4,1520,2
4,1521,2
4,1522,2
4,1565,1
4,1566,1
4,1567,1
4,1568,1
4,1569,1
4,1582,2
4,1583,2
4,1584,2
4,1585,2
4,1586,2
4,1629,1
4,1630,1
4,1631,1
4,1632,1
4,1646,2
4,1647,2
4,1648,2
4,1649,2
4,2463,3
4,2480,4
4,2525,3
4,2526,3
4,2527,3
4,2528,3
4,2542,4
4,2543,4
4,2544,4
4,2545,4
4,2589,3
4,2590,3
4,2591,3
4,2592,3
4,2593,3
4,2606,4
4,2607,4
4,2608,4
4,2609,4
4,2610,4
4,2653,3
4,2654,3
4,2655,3
4,2656,3
4,2657,3
4,2670,4
4,2671,4
4,2672,4
4,2673,4
4,2674,4
4,2717,3
4,2718,3
4,2719,3
4,2720,3
4,2734,4
