time,trackID,clTrackID
1,1829,1
1,1830,1
1,1831,1
1,1832,1
1,1833,1
1,1892,1
1,1893,1
1,1894,1
1,1895,1
1,1896,1
1,1897,1
1,1898,1
1,1955,1
1,1956,1
1,1957,1
1,1958,1
1,1959,1
1,1960,1
1,1961,1
1,1962,1
1,1963,1
1,2019,1
1,2020,1
1,2021,1
1,2022,1
1,2023,1
1,2024,1
1,2025,1
1,2026,1
1,2027,1
1,2083,1
1,2084,1
1,2085,1
1,2086,1
1,2087,1
1,2088,1
1,2089,1
1,2090,1
1,2091,1
1,2147,1
1,2148,1
1,2149,1
1,2150,1
1,2151,1
1,2152,1
1,2153,1
1,2154,1
1,2155,1
1,2211,1
1,2212,1
1,2213,1
1,2214,1
1,2215,1
1,2216,1
1,2217,1
1,2218,1
1,2219,1
1,2276,1
1,2277,1
1,2278,1
1,2279,1
1,2280,1
1,2281,1
1,2282,1
1,2341,1
1,2342,1
1,2343,1
1,2344,1
1,2345,1
2,1765,1
2,1766,1
2,1767,1
2,1768,1
2,1769,1
2,1770,1
2,1828,1
2,1829,1
2,1830,1
2,1831,1
2,1832,1
2,1833,1
2,1834,1
2,1835,1
2,1891,1
2,1892,1
2,1893,1
2,1894,1
2,1895,1
2,1896,1
2,1897,1
2,1898,1
2,1899,1
2,1955,1
2,1956,1
2,1957,1
2,1958,1
2,1959,1
2,1960,1
2,1961,1
2,1962,1
2,1963,1
2,2019,1
2,2020,1
2,2021,1
2,2022,1
2,2023,1
2,2024,1
2,2025,1
2,2026,1
2,2027,1
2,2083,1
2,2084,1
2,2085,1
2,2086,1
2,2087,1
2,2088,1
2,2089,1
2,2090,1
2,2091,1
2,2147,1
2,2148,1
2,2149,1
2,2150,1
2,2151,1
2,2152,1
2,2153,1
2,2154,1
2,2155,1
2,2211,1
2,2212,1
2,2213,1
2,2214,1
2,2215,1
2,2216,1
2,2217,1
2,2218,1
2,2219,1
2,2275,1
2,2276,1
2,2277,1
2,2278,1
2,2279,1
2,2280,1
2,2281,1
2,2282,1
2,2283,1
2,2340,1
2,2341,1
2,2342,1
2,2343,1
2,2344,1
2,2345,1
2,2346,1
2,2347,1
2,2405,1
2,2406,1
2,2407,1
2,2408,1
2,2409,1
2,2410,1
3,1638,1
3,1639,1
3,1640,1
3,1701,1
3,1702,1
3,1703,1
3,1704,1
3,1705,1
3,1706,1
3,1764,1
3,1765,1
3,1766,1
3,1767,1
3,1768,1
3,1769,1
3,1770,1
3,1771,1
3,1827,1
3,1828,1
3,1829,1
3,1830,1
3,1831,1
3,1832,1
3,1833,1
3,1834,1
3,1835,1
3,1891,1
3,1892,1
3,1893,1
3,1894,1
3,1895,1
3,1896,1
3,1897,1
3,1898,1
3,1899,1
3,1955,1
3,1956,1
3,1957,1
3,1958,1
3,1959,1
3,1960,1
3,1961,1
3,1962,1
3,1963,1
3,2019,1
3,2020,1
3,2021,1
3,2022,1
3,2023,1
3,2024,1
3,2025,1
3,2026,1
3,2027,1
3,2084,1
3,2085,1
3,2086,1
3,2087,1
3,2088,1
3,2089,1
3,2090,1
3,2091,1
3,2147,1
3,2148,1
3,2149,1
3,2150,1
3,2151,1
3,2152,1
3,2153,1
3,2154,1
3,2155,1
3,2211,1
3,2212,1
3,2213,1
3,2214,1
3,2215,1
3,2216,1
3,2217,1
3,2218,1
3,2219,1
3,2275,1
3,2276,1
3,2277,1
3,2278,1
3,2279,1
3,2280,1
3,2281,1
3,2282,1
3,2283,1
3,2339,1
3,2340,1
3,2341,1
3,2342,1
3,2343,1
3,2344,1
3,2345,1
3,2346,1
3,2347,1
3,2404,1
3,2405,1
3,2406,1
3,2407,1
3,2408,1
3,2409,1
3,2410,1
3,2411,1
3,2469,1
3,2470,1
3,2471,1
3,2472,1
3,2473,1
3,2474,1
3,2534,1
3,2535,1
3,2536,1
4,1574,1
4,1575,1
4,1576,1
4,1577,1
4,1636,1
4,1637,1
4,1638,1
4,1639,1
4,1640,1
4,1641,1
4,1642,1
4,1700,1
4,1701,1
4,1702,1
4,1703,1
4,1704,1
4,1705,1
4,1706,1
4,1707,1
4,1763,1
4,1764,1
4,1765,1
4,1766,1
4,1767,1
4,1768,1
4,1769,1
4,1770,1
4,1771,1
4,1827,1
4,1828,1
4,1829,1
4,1830,1
4,1831,1
4,1832,1
4,1833,1
4,1834,1
4,1835,1
4,1891,1
4,1892,1
4,1893,1
4,1894,1
4,1895,1
4,1896,1
4,1897,1
4,1898,1
4,1899,1
4,1955,1
4,1956,1
4,1957,1
4,1958,1
4,1959,1
4,1960,1
4,1961,1
4,1962,1
4,1963,1
4,2020,1
4,2021,1
4,2022,1
4,2023,1
4,2024,1
4,2025,1
4,2026,1
4,2027,1
4,2085,1
4,2086,1
4,2087,1
4,2088,1
4,2089,1
4,2090,1
4,2148,1
4,2149,1
4,2150,1
4,2151,1
4,2152,1
4,2153,1
4,2154,1
4,2155,1
4,2211,1
4,2212,1
4,2213,1
4,2214,1
4,2215,1
4,2216,1
4,2217,1
4,2218,1
4,2219,1
4,2275,1
4,2276,1
4,2277,1
4,2278,1
4,2279,1
4,2280,1
4,2281,1
4,2282,1
4,2283,1
4,2339,1
4,2340,1
4,2341,1
4,2342,1
4,2343,1
4,2344,1
4,2345,1
4,2346,1
4,2347,1
4,2403,1
4,2404,1
4,2405,1
4,2406,1
4,2407,1
4,2408,1
4,2409,1
4,2410,1
4,2411,1
4,2468,1
4,2469,1
4,2470,1
4,2471,1
4,2472,1
4,2473,1
4,2474,1
4,2475,1
4,2532,1
4,2533,1
4,2534,1
4,2535,1
4,2536,1
4,2537,1
4,2538,1
4,2598,1
4,2599,1
4,2600,1
4,2601,1
5,1509,1
5,1510,1
5,1511,1
5,1512,1
5,1513,1
5,1572,1
5,1573,1
