time,trackID,clTrackID
1,977,1
1,993,2
1,1009,3
1,1040,1
1,1041,1
1,1042,1
1,1056,2
1,1057,2
1,1058,2
1,1072,3
1,1073,3
1,1074,3
1,1105,1
1,1121,2
1,1137,3
1,2001,4
1,2017,5
1,2033,6
1,2064,4
1,2065,4
1,2066,4
1,2080,5
1,2081,5
1,2082,5
1,2096,6
1,2097,6
1,2098,6
1,2129,4
1,2145,5
1,2161,6
1,3025,7
1,3041,8
1,3057,9
1,3088,7
1,3089,7
1,3090,7
1,3104,8
1,3105,8
1,3106,8
1,3120,9
1,3121,9
1,3122,9
1,3153,7
1,3169,8
1,3185,9
2,912,1
2,913,1
2,914,1
2,928,2
2,929,2
2,930,2
2,944,3
2,945,3
2,946,3
2,975,1
2,976,1
2,977,1
2,978,1
2,979,1
2,991,2
2,992,2
2,993,2
2,994,2
2,995,2
2,1007,3
2,1008,3
2,1009,3
2,1010,3
2,1011,3
2,1039,1
2,1040,1
2,1041,1
2,1042,1
2,1043,1
2,1055,2
2,1056,2
2,1057,2
2,1058,2
2,1059,2
2,1071,3
2,1072,3
2,1073,3
2,1074,3
2,1075,3
2,1103,1
2,1104,1
2,1105,1
2,1106,1
2,1107,1
2,1119,2
2,1120,2
2,1121,2
2,1122,2
2,1123,2
2,1135,3
2,1136,3
2,1137,3
2,1138,3
2,1139,3
2,1168,1
2,1169,1
2,1170,1
2,1184,2
2,1185,2
2,1186,2
2,1200,3
2,1201,3
2,1202,3
2,1936,4
2,1937,4
2,1938,4
2,1952,5
2,1953,5
2,1954,5
2,1968,6
2,1969,6
2,1970,6
2,1999,4
2,2000,4
2,2001,4
2,2002,4
2,2003,4
2,2015,5
2,2016,5
2,2017,5
2,2018,5
2,2019,5
2,2031,6
2,2032,6
2,2033,6
2,2034,6
2,2035,6
2,2063,4
2,2064,4
2,2065,4
2,2066,4
2,2067,4
2,2079,5
2,2080,5
2,2081,5
2,2082,5
2,2083,5
2,2095,6
2,2096,6
2,2097,6
2,2098,6
2,2099,6
2,2127,4
2,2128,4
2,2129,4
2,2130,4
2,2131,4
2,2143,5
2,2144,5
2,2145,5
2,2146,5
2,2147,5
2,2159,6
2,2160,6
2,2161,6
2,2162,6
2,2163,6
2,2192,4
2,2193,4
2,2194,4
2,2208,5
2,2209,5
2,2210,5
2,2224,6
2,2225,6
2,2226,6
2,2960,7
2,2961,7
2,2962,7
2,2976,8
2,2977,8
2,2978,8
