time,trackID,clTrackID
1,1702,1
1,1703,1
1,1704,1
1,1705,1
1,1764,1
1,1765,1
1,1766,1
1,1767,1
1,1768,1
1,1769,1
1,1770,1
1,1771,1
1,1827,1
1,1828,1
1,1829,1
1,1830,1
1,1831,1
1,1832,1
1,1833,1
1,1834,1
1,1835,1
1,1836,1
1,1890,1
1,1891,1
1,1892,1
1,1893,1
1,1894,1
1,1895,1
1,1896,1
1,1897,1
1,1898,1
1,1899,1
1,1900,1
1,1954,1
1,1955,1
1,1956,1
1,1957,1
1,1958,1
1,1959,1
1,1960,1
1,1961,1
1,1962,1
1,1963,1
1,1964,1
1,1965,1
1,2018,1
1,2019,1
1,2020,1
1,2021,1
1,2022,1
1,2023,1
1,2024,1
1,2025,1
1,2026,1
1,2027,1
1,2028,1
1,2029,1
1,2081,1
1,2082,1
1,2083,1
1,2084,1
1,2085,1
1,2086,1
1,2087,1
1,2088,1
1,2089,1
1,2090,1
1,2091,1
1,2092,1
1,2093,1
1,2146,1
1,2147,1
1,2148,1
1,2149,1
1,2150,1
1,2151,1
1,2152,1
1,2153,1
1,2154,1
1,2155,1
1,2156,1
1,2157,1
1,2210,1
1,2211,1
1,2212,1
1,2213,1
1,2214,1
1,2215,1
1,2216,1
1,2217,1
1,2218,1
1,2219,1
1,2220,1
1,2221,1
1,2274,1
1,2275,1
1,2276,1
1,2277,1
1,2278,1
1,2279,1
1,2280,1
1,2281,1
1,2282,1
1,2283,1
1,2284,1
1,2339,1
1,2340,1
1,2341,1
1,2342,1
1,2343,1
1,2344,1
1,2345,1
1,2346,1
1,2347,1
1,2348,1
1,2404,1
1,2405,1
1,2406,1
1,2407,1
1,2408,1
1,2409,1
1,2410,1
1,2470,1
1,2471,1
1,2472,1
2,1636,1
2,1637,1
2,1641,1
2,1642,1
2,1698,1
2,1699,1
2,1700,1
2,1701,1
2,1705,1
2,1706,1
2,1707,1
2,1708,1
2,1761,1
2,1762,1
2,1763,1
2,1764,1
2,1765,1
2,1769,1
2,1770,1
2,1771,1
2,1772,1
2,1773,1
2,1825,1
2,1826,1
2,1827,1
2,1828,1
2,1829,1
2,1833,1
2,1834,1
2,1835,1
2,1836,1
2,1837,1
2,1838,1
2,1888,1
2,1889,1
2,1890,1
2,1891,1
2,1892,1
2,1893,1
2,1897,1
2,1898,1
2,1899,1
2,1900,1
2,1901,1
2,1902,1
2,1952,1
2,1953,1
2,1954,1
2,1955,1
2,1956,1
2,1957,1
2,1961,1
2,1962,1
2,1963,1
2,1964,1
2,1965,1
2,1966,1
2,2208,1
2,2209,1
2,2210,1
2,2211,1
2,2212,1
2,2213,1
2,2217,1
2,2218,1
2,2219,1
2,2220,1
2,2221,1
2,2222,1
2,2272,1
2,2273,1
2,2274,1
2,2275,1
2,2276,1
2,2277,1
2,2281,1
2,2282,1
2,2283,1
2,2284,1
2,2285,1
2,2286,1
2,2337,1
2,2338,1
2,2339,1
2,2340,1
2,2341,1
2,2345,1
